ID,Nome,Idade,Setor,Cidade,CPF,RG,Formacao,Tempo_Empresa_Meses,Data_Aniversario,Funcao_Atual,Data_Admissao,Status
822,Funcionário 822,38,Atendimento,Rio de Janeiro,287.339.785-30,2126668-7,Tecnólogo,11,1986-10-18,Atendente,2024-01-01,Ativo
823,Funcionário 823,54,Qualidade,Fortaleza,661.912.841-60,6551912-0,Ensino Médio,28,1970-08-08,Auditor,2022-08-30,Desligado
824,Funcionário 824,31,Inovação,Porto Alegre,344.651.241-12,9389396-4,MBA,0,1993-10-08,Innovation Lead,2024-12-30,Ativo
825,Funcionário 825,34,Gente & Gestão,São Paulo,690.819.740-92,6612670-0,Pós-graduação,33,1990-06-14,Gerente de RH,2022-03-08,Ativo
826,Funcionário 826,38,Financeiro,Vitória,238.503.719-05,2352134-8,Ensino Médio,33,1986-06-03,Contador,2022-03-14,Ativo
827,Funcionário 827,30,Gente & Gestão,Joinville,724.010.783-39,4821097-0,Graduação,12,1994-07-16,Gerente de RH,2023-12-19,Ativo
828,Funcionário 828,33,Gente & Gestão,Recife,003.896.087-77,3101134-6,Ensino Médio,32,1991-07-25,Analista de RH,2022-04-17,Ativo
829,Funcionário 829,49,Vendas,Florianópolis,682.171.955-10,4995833-3,Doutorado,22,1975-06-14,Gerente de Vendas,2023-02-01,Ativo
830,Funcionário 830,35,Suporte,Manaus,190.368.900-71,8357746-2,Ensino Médio,19,1989-01-03,Coordenador de Suporte,2023-05-27,Desligado
831,Funcionário 831,34,Comercial,Porto Alegre,405.593.429-77,2288554-1,MBA,9,1990-08-22,Analista Comercial,2024-03-25,Desligado
832,Funcionário 832,52,Comercial,Natal,483.753.745-63,5488496-5,Ensino Médio,16,1972-11-08,Vendedor,2023-08-23,Ativo
833,Funcionário 833,59,Produto,Belo Horizonte,881.056.974-16,9740844-3,Mestrado,30,1965-04-05,Product Manager,2022-06-10,Ativo
834,Funcionário 834,57,Inovação,Belém,483.152.037-38,1566334-4,MBA,5,1967-02-01,Product Manager,2024-07-18,Ativo
835,Funcionário 835,30,Marketing,Brasília,496.410.496-66,8449415-0,Doutorado,2,1994-01-28,Especialista em SEO,2024-10-11,Ativo
836,Funcionário 836,24,Qualidade,Belo Horizonte,336.268.040-20,6640806-4,Pós-graduação,12,2000-01-20,Analista de Qualidade,2023-12-14,Ativo
837,Funcionário 837,49,Marketing,Belo Horizonte,930.596.601-23,9971807-7,Mestrado,9,1975-12-22,Analista de Marketing,2024-03-05,Ativo
838,Funcionário 838,57,Gente & Gestão,Manaus,699.842.673-93,5603547-1,Graduação,27,1967-01-09,Gerente de RH,2022-09-28,Ativo
839,Funcionário 839,34,Vendas,São Paulo,384.596.094-99,1207016-1,Mestrado,11,1990-05-22,Gerente de Vendas,2024-01-11,Ativo
840,Funcionário 840,31,Gente & Gestão,Manaus,495.427.707-82,9056551-8,Doutorado,35,1993-08-02,Analista de RH,2022-01-19,Ativo
841,Funcionário 841,31,Gente & Gestão,Belo Horizonte,360.914.985-09,5632933-4,Tecnólogo,31,1993-08-06,Recrutador,2022-05-12,Ativo
842,Funcionário 842,38,Financeiro,Goiânia,723.229.031-40,8387157-9,Tecnólogo,33,1986-03-22,Controller,2022-03-20,Ativo
843,Funcionário 843,46,Suporte,Vitória,508.304.405-69,2299884-8,Mestrado,32,1978-10-08,Analista de Suporte,2022-04-02,Ativo
844,Funcionário 844,33,Operações,Joinville,718.133.595-20,5749368-2,MBA,7,1991-02-21,Supervisor,2024-05-01,Ativo
845,Funcionário 845,46,Financeiro,Recife,059.556.574-36,3517643-9,Pós-graduação,33,1978-03-12,Contador,2022-03-05,Desligado
846,Funcionário 846,59,Tecnologia,Joinville,019.358.895-16,3517835-6,Doutorado,21,1965-07-27,DevOps,2023-03-17,Ativo
847,Funcionário 847,37,Tecnologia,Brasília,113.989.868-01,8924368-8,Pós-graduação,27,1987-09-26,Arquiteto,2022-09-06,Desligado
848,Funcionário 848,33,Produto,Belo Horizonte,875.439.435-06,2936374-3,MBA,19,1991-06-08,Product Owner,2023-05-13,Ativo
849,Funcionário 849,51,Vendas,Curitiba,765.158.815-09,8027140-3,MBA,3,1973-10-08,Gerente de Vendas,2024-09-18,Ativo
850,Funcionário 850,28,Gente & Gestão,Salvador,928.369.294-21,7853539-6,Ensino Médio,16,1996-06-11,Gerente de RH,2023-08-11,Desligado
851,Funcionário 851,28,Financeiro,Salvador,829.732.702-78,8882947-1,Mestrado,27,1996-07-09,Gerente Financeiro,2022-09-05,Ativo
852,Funcionário 852,37,Produto,Porto Alegre,206.021.288-03,5050605-4,Pós-graduação,9,1987-07-12,Product Manager,2024-03-05,Desligado
853,Funcionário 853,28,Financeiro,Vitória,155.999.101-13,8309667-4,Graduação,12,1996-08-14,Analista Financeiro,2023-12-28,Ativo
854,Funcionário 854,53,Produto,Brasília,722.981.209-78,6376038-7,Ensino Médio,11,1971-11-21,Analista de Produto,2024-01-28,Ativo
855,Funcionário 855,46,Marketing,Brasília,289.413.475-48,9526649-6,MBA,32,1978-10-17,Especialista em SEO,2022-04-09,Ativo
856,Funcionário 856,25,Marketing,Florianópolis,456.522.036-92,6274209-1,MBA,1,1999-05-19,Analista de Marketing,2024-11-29,Ativo
857,Funcionário 857,50,Comercial,Curitiba,542.144.773-16,2780388-3,Pós-graduação,24,1974-05-09,Vendedor,2022-12-13,Ativo
858,Funcionário 858,36,Qualidade,Rio de Janeiro,421.388.209-80,1111821-7,Pós-graduação,33,1988-09-18,Coordenador de Qualidade,2022-03-23,Ativo
859,Funcionário 859,25,Atendimento,Brasília,053.496.782-56,3012269-7,Ensino Médio,5,1999-05-04,Supervisor de Atendimento,2024-07-18,Ativo
860,Funcionário 860,26,Marketing,Natal,674.124.151-58,9507058-5,Pós-graduação,20,1998-12-03,Especialista em SEO,2023-04-01,Ativo
861,Funcionário 861,32,Qualidade,Belo Horizonte,478.150.618-69,1597875-0,Ensino Médio,14,1992-04-27,Analista de Qualidade,2023-10-13,Ativo
862,Funcionário 862,47,Qualidade,Rio de Janeiro,329.633.472-60,3211101-3,Tecnólogo,3,1977-03-24,Analista de Qualidade,2024-09-19,Ativo
863,Funcionário 863,47,Vendas,Recife,183.061.789-39,5413646-9,Graduação,21,1977-12-06,Vendedor,2023-03-04,Desligado
864,Funcionário 864,40,Produto,Belém,693.578.243-08,7580192-9,MBA,16,1984-11-16,Analista de Produto,2023-08-22,Ativo
865,Funcionário 865,52,Qualidade,Fortaleza,587.413.146-97,2943123-2,Graduação,5,1972-06-08,Analista de Qualidade,2024-07-04,Ativo
866,Funcionário 866,59,Marketing,Belo Horizonte,751.562.779-42,5495016-8,Pós-graduação,8,1965-11-08,Analista de Marketing,2024-04-23,Desligado
867,Funcionário 867,52,Vendas,Goiânia,360.854.566-20,1916595-4,Tecnólogo,6,1972-07-13,Gerente de Vendas,2024-06-24,Ativo
868,Funcionário 868,26,Financeiro,Joinville,735.047.639-65,2850788-9,Ensino Médio,24,1998-09-07,Controller,2022-12-08,Ativo
869,Funcionário 869,54,Comercial,Belo Horizonte,952.980.061-40,2064762-0,Graduação,13,1970-06-25,Executivo de Contas,2023-11-14,Ativo
870,Funcionário 870,36,Atendimento,Porto Alegre,835.832.863-08,4617421-8,Mestrado,16,1988-03-12,Atendente,2023-08-18,Ativo
871,Funcionário 871,27,Operações,Goiânia,300.081.867-74,4858847-3,Mestrado,33,1997-03-10,Coordenador Operacional,2022-03-28,Ativo
872,Funcionário 872,39,Atendimento,Goiânia,041.662.411-17,7968920-0,MBA,30,1985-09-24,Supervisor de Atendimento,2022-06-01,Ativo
873,Funcionário 873,51,Suporte,Goiânia,089.219.639-44,1393122-4,Mestrado,14,1973-06-14,Analista de Suporte,2023-10-02,Ativo
874,Funcionário 874,29,Qualidade,Belém,473.149.764-73,5673426-7,Graduação,7,1995-02-08,Analista de Qualidade,2024-05-29,Ativo
875,Funcionário 875,38,Produto,Belém,488.360.765-80,1417616-6,Tecnólogo,28,1986-08-08,Analista de Produto,2022-08-10,Ativo
876,Funcionário 876,52,Qualidade,Manaus,375.791.452-00,9217672-9,Mestrado,30,1972-02-18,Analista de Qualidade,2022-06-21,Ativo
877,Funcionário 877,37,Financeiro,Florianópolis,312.697.893-25,6668492-2,Pós-graduação,31,1987-08-09,Gerente Financeiro,2022-05-01,Ativo
878,Funcionário 878,47,Vendas,Manaus,059.960.438-74,4955049-5,Graduação,3,1977-09-16,Vendedor,2024-09-27,Ativo
879,Funcionário 879,46,Comercial,Florianópolis,778.811.616-55,3038057-2,Doutorado,27,1978-01-06,Gerente Comercial,2022-09-18,Ativo
880,Funcionário 880,59,Operações,Curitiba,371.067.287-21,7700915-0,Tecnólogo,26,1965-12-28,Coordenador Operacional,2022-10-14,Ativo
881,Funcionário 881,25,Qualidade,Florianópolis,416.448.595-72,4430300-9,MBA,24,1999-03-10,Auditor,2022-12-06,Ativo
882,Funcionário 882,55,Tecnologia,Fortaleza,589.477.352-05,1164772-5,Graduação,24,1969-09-23,QA Engineer,2022-12-03,Ativo
883,Funcionário 883,37,Comercial,Curitiba,622.710.433-79,2025218-9,Doutorado,29,1987-09-15,Analista Comercial,2022-07-12,Ativo
884,Funcionário 884,34,Atendimento,Brasília,792.158.350-40,8149873-9,Mestrado,23,1990-05-10,Supervisor de Atendimento,2023-01-30,Ativo
885,Funcionário 885,51,Tecnologia,Fortaleza,459.648.831-25,3991801-4,Doutorado,25,1973-02-24,Desenvolvedor,2022-11-09,Ativo
886,Funcionário 886,41,Marketing,Curitiba,912.896.599-07,8942448-3,Mestrado,17,1983-12-28,Analista de Marketing,2023-07-22,Ativo
887,Funcionário 887,43,Qualidade,Salvador,203.319.222-90,1875589-2,MBA,4,1981-01-11,Coordenador de Qualidade,2024-08-31,Desligado
888,Funcionário 888,57,Gente & Gestão,Manaus,876.754.813-05,8960419-5,Pós-graduação,9,1967-07-25,Recrutador,2024-03-16,Ativo
889,Funcionário 889,42,Marketing,Recife,485.819.324-10,5203347-1,Pós-graduação,26,1982-07-18,Especialista em SEO,2022-10-20,Ativo
890,Funcionário 890,29,Produto,Belo Horizonte,865.205.756-74,4204180-6,MBA,21,1995-10-18,Analista de Produto,2023-03-14,Ativo
891,Funcionário 891,50,Suporte,Manaus,520.375.830-10,5257391-8,MBA,15,1974-06-04,Analista de Suporte,2023-09-28,Ativo
892,Funcionário 892,31,Financeiro,Salvador,094.047.604-55,1510471-7,Mestrado,17,1993-11-02,Gerente Financeiro,2023-07-16,Ativo
893,Funcionário 893,48,Comercial,Florianópolis,977.278.105-09,3968018-2,Ensino Médio,33,1976-10-23,Analista Comercial,2022-03-01,Ativo
894,Funcionário 894,46,Inovação,São Paulo,161.070.518-13,1279750-5,Graduação,17,1978-04-21,Analista de Inovação,2023-07-23,Ativo
895,Funcionário 895,51,Suporte,Florianópolis,529.580.660-02,3474873-4,Ensino Médio,31,1973-04-27,Coordenador de Suporte,2022-05-14,Ativo
896,Funcionário 896,48,Atendimento,Goiânia,127.049.386-87,1054096-4,Ensino Médio,24,1976-11-24,Analista de Atendimento,2022-12-21,Ativo
897,Funcionário 897,50,Financeiro,Porto Alegre,485.157.919-51,4061858-1,Graduação,4,1974-02-04,Contador,2024-08-06,Ativo
898,Funcionário 898,25,Tecnologia,Curitiba,259.020.357-83,4205892-2,Ensino Médio,30,1999-12-08,Arquiteto,2022-06-16,Ativo
899,Funcionário 899,47,Financeiro,Joinville,406.424.295-53,4342434-2,Doutorado,8,1977-04-27,Contador,2024-04-27,Ativo
900,Funcionário 900,32,Vendas,Salvador,447.417.595-63,3860089-0,MBA,12,1992-11-17,Gerente de Vendas,2023-12-16,Ativo
901,Funcionário 901,22,Tecnologia,Belo Horizonte,962.893.654-95,5512234-1,Tecnólogo,21,2002-06-23,QA Engineer,2023-03-01,Ativo
902,Funcionário 902,50,Financeiro,Porto Alegre,834.374.018-15,6418889-5,Graduação,23,1974-08-05,Gerente Financeiro,2023-01-17,Ativo
903,Funcionário 903,42,Suporte,Manaus,969.051.502-07,2681206-2,Tecnólogo,7,1982-08-11,Coordenador de Suporte,2024-05-13,Ativo
904,Funcionário 904,40,Qualidade,Rio de Janeiro,542.782.079-56,7699704-7,Doutorado,5,1984-10-19,Auditor,2024-07-23,Ativo
905,Funcionário 905,28,Atendimento,Brasília,345.957.640-57,5519127-9,MBA,20,1996-09-04,Atendente,2023-04-25,Ativo
906,Funcionário 906,35,Financeiro,Rio de Janeiro,690.282.498-34,6589281-0,Tecnólogo,22,1989-10-25,Gerente Financeiro,2023-02-11,Desligado
907,Funcionário 907,36,Comercial,Joinville,142.576.270-00,2348473-2,MBA,26,1988-04-06,Vendedor,2022-10-30,Ativo
908,Funcionário 908,29,Vendas,Natal,336.132.850-02,7611016-3,Graduação,3,1995-03-12,Coordenador de Vendas,2024-09-04,Desligado
909,Funcionário 909,49,Vendas,Fortaleza,767.316.252-05,8123479-9,Pós-graduação,9,1975-06-10,Gerente de Vendas,2024-03-29,Ativo
910,Funcionário 910,36,Suporte,Porto Alegre,681.579.039-80,9413034-0,Ensino Médio,24,1988-04-12,Coordenador de Suporte,2022-12-31,Ativo
911,Funcionário 911,45,Produto,Brasília,996.132.730-69,7443567-2,Doutorado,21,1979-05-14,Product Manager,2023-03-09,Desligado
912,Funcionário 912,57,Comercial,Belém,624.467.046-97,2785608-7,Tecnólogo,23,1967-03-13,Analista Comercial,2023-01-03,Ativo
913,Funcionário 913,24,Comercial,Salvador,151.602.529-67,9156065-6,Ensino Médio,1,2000-07-22,Gerente Comercial,2024-11-04,Ativo
914,Funcionário 914,44,Gente & Gestão,Vitória,604.641.978-64,9976215-5,Mestrado,10,1980-08-23,Analista de RH,2024-02-03,Ativo
915,Funcionário 915,27,Gente & Gestão,Salvador,126.861.205-76,8633454-6,Tecnólogo,18,1997-04-17,Especialista em Folha,2023-06-13,Ativo
916,Funcionário 916,28,Inovação,Belo Horizonte,074.017.750-85,5968479-0,MBA,11,1996-05-14,Analista de Inovação,2024-01-27,Ativo
917,Funcionário 917,41,Suporte,Natal,842.456.075-21,6993567-0,Graduação,15,1983-11-02,Técnico de Suporte,2023-09-02,Ativo
918,Funcionário 918,25,Qualidade,Manaus,863.218.122-00,8684482-9,Mestrado,2,1999-07-09,Auditor,2024-10-07,Ativo
919,Funcionário 919,57,Vendas,Porto Alegre,389.701.550-15,2696557-6,MBA,26,1967-10-24,Coordenador de Vendas,2022-10-28,Ativo
920,Funcionário 920,51,Gente & Gestão,Salvador,815.466.024-53,5378446-4,Graduação,30,1973-07-04,Gerente de RH,2022-06-12,Ativo
921,Funcionário 921,35,Vendas,Goiânia,988.305.973-68,4115755-4,Graduação,6,1989-05-24,Coordenador de Vendas,2024-06-13,Ativo
922,Funcionário 922,57,Inovação,Natal,809.624.406-04,3177128-4,Mestrado,21,1967-01-26,Analista de Inovação,2023-03-01,Ativo
923,Funcionário 923,42,Marketing,São Paulo,479.513.305-07,8728326-9,Graduação,21,1982-02-20,Gerente de Marketing,2023-03-29,Ativo
924,Funcionário 924,52,Atendimento,Recife,695.867.805-20,3546422-7,Graduação,13,1972-06-12,Analista de Atendimento,2023-11-29,Ativo
925,Funcionário 925,30,Tecnologia,Fortaleza,738.264.609-28,6793159-1,Tecnólogo,30,1994-11-16,Analista de Sistemas,2022-06-10,Ativo
926,Funcionário 926,38,Financeiro,Natal,385.445.770-75,6899311-9,Pós-graduação,25,1986-10-19,Controller,2022-11-16,Ativo
927,Funcionário 927,46,Produto,Porto Alegre,660.487.368-43,3071885-1,MBA,27,1978-07-20,Product Owner,2022-09-27,Ativo
928,Funcionário 928,22,Vendas,Florianópolis,633.194.226-26,5678825-5,Pós-graduação,8,2002-06-25,Vendedor,2024-04-16,Ativo
929,Funcionário 929,45,Comercial,Brasília,515.888.636-97,8540619-2,Doutorado,2,1979-08-10,Analista Comercial,2024-10-10,Ativo
930,Funcionário 930,27,Tecnologia,Vitória,264.085.721-54,8017399-6,Doutorado,10,1997-10-21,Arquiteto,2024-02-25,Ativo
931,Funcionário 931,38,Comercial,Fortaleza,309.329.981-00,3792716-9,Ensino Médio,8,1986-01-11,Vendedor,2024-04-17,Ativo
932,Funcionário 932,30,Operações,Belo Horizonte,715.096.883-07,5015044-2,Pós-graduação,25,1994-08-12,Gerente de Operações,2022-11-27,Ativo
933,Funcionário 933,24,Tecnologia,Vitória,735.241.039-28,8443265-3,Ensino Médio,4,2000-08-08,DevOps,2024-08-02,Ativo
934,Funcionário 934,22,Tecnologia,Florianópolis,278.195.237-00,7817366-8,Tecnólogo,31,2002-01-24,DevOps,2022-05-24,Desligado
935,Funcionário 935,53,Financeiro,Curitiba,761.648.198-14,2003047-4,Ensino Médio,34,1971-08-16,Controller,2022-02-18,Ativo
936,Funcionário 936,56,Marketing,Goiânia,605.687.611-03,2875419-2,Tecnólogo,26,1968-05-25,Analista de Marketing,2022-10-26,Ativo
937,Funcionário 937,35,Comercial,Belém,565.237.341-53,9247292-3,Doutorado,13,1989-11-23,Analista Comercial,2023-11-07,Desligado
938,Funcionário 938,45,Produto,Belém,454.757.494-42,1435209-3,Graduação,33,1979-03-05,Product Owner,2022-03-15,Ativo
939,Funcionário 939,54,Tecnologia,Brasília,595.442.947-24,3156762-2,Graduação,6,1970-11-10,QA Engineer,2024-06-19,Ativo
940,Funcionário 940,22,Gente & Gestão,Fortaleza,946.430.394-85,9532750-8,Mestrado,26,2002-10-01,Especialista em Folha,2022-10-31,Ativo
941,Funcionário 941,34,Suporte,Florianópolis,679.252.985-02,9141073-2,Pós-graduação,0,1990-06-13,Coordenador de Suporte,2024-12-07,Ativo
942,Funcionário 942,31,Vendas,Joinville,872.760.153-60,3006411-3,Doutorado,15,1993-04-08,Coordenador de Vendas,2023-09-26,Ativo
943,Funcionário 943,23,Marketing,Belo Horizonte,577.908.335-53,6528345-8,Graduação,33,2001-07-21,Analista de Marketing,2022-03-09,Desligado
944,Funcionário 944,58,Marketing,Rio de Janeiro,148.881.079-63,4064939-3,Mestrado,0,1966-04-08,Gerente de Marketing,2024-12-06,Ativo
945,Funcionário 945,24,Comercial,Natal,372.094.841-24,3223802-8,Doutorado,23,2000-12-27,Gerente Comercial,2023-01-25,Ativo
946,Funcionário 946,39,Financeiro,Natal,403.339.977-19,2225651-3,Pós-graduação,29,1985-09-26,Analista Financeiro,2022-07-21,Desligado
947,Funcionário 947,33,Gente & Gestão,Fortaleza,717.173.189-83,1161102-9,MBA,21,1991-10-16,Gerente de RH,2023-03-17,Ativo
948,Funcionário 948,33,Tecnologia,Belo Horizonte,617.399.704-54,3961713-5,Ensino Médio,8,1991-10-09,QA Engineer,2024-04-13,Ativo
949,Funcionário 949,49,Gente & Gestão,Belo Horizonte,878.444.835-04,8382709-1,Graduação,17,1975-11-18,Analista de RH,2023-07-18,Ativo
950,Funcionário 950,40,Operações,Porto Alegre,270.587.722-31,8435634-5,Graduação,31,1984-07-22,Coordenador Operacional,2022-05-15,Ativo
951,Funcionário 951,51,Inovação,Joinville,823.133.484-07,6034195-9,Ensino Médio,14,1973-09-16,Analista de Inovação,2023-10-18,Desligado
952,Funcionário 952,41,Operações,Rio de Janeiro,392.523.622-82,7994575-4,Doutorado,25,1983-06-17,Supervisor,2022-11-18,Ativo
953,Funcionário 953,35,Inovação,Florianópolis,347.452.455-05,7602542-6,Mestrado,14,1989-08-10,Analista de Inovação,2023-10-08,Ativo
954,Funcionário 954,41,Marketing,Curitiba,060.652.740-03,5945871-5,Doutorado,22,1983-04-22,Especialista em SEO,2023-02-19,Ativo
955,Funcionário 955,29,Atendimento,Goiânia,056.658.833-10,2248676-3,MBA,2,1995-08-28,Analista de Atendimento,2024-10-27,Ativo
956,Funcionário 956,38,Comercial,Belo Horizonte,257.970.673-90,2701879-0,Tecnólogo,17,1986-10-19,Vendedor,2023-07-28,Ativo
957,Funcionário 957,49,Vendas,Porto Alegre,548.574.172-00,3546321-2,Tecnólogo,30,1975-06-25,Gerente de Vendas,2022-06-01,Ativo
958,Funcionário 958,41,Vendas,São Paulo,949.381.735-06,1366612-2,Graduação,18,1983-09-17,Vendedor,2023-06-18,Ativo
959,Funcionário 959,33,Inovação,Fortaleza,155.732.573-15,5345732-4,Graduação,4,1991-06-11,Product Manager,2024-08-01,Ativo
960,Funcionário 960,55,Vendas,Florianópolis,902.166.670-70,8335114-0,Tecnólogo,0,1969-01-17,Gerente de Vendas,2024-12-18,Ativo
961,Funcionário 961,59,Operações,Recife,858.749.511-99,3654556-8,Graduação,29,1965-09-25,Supervisor,2022-07-08,Desligado
962,Funcionário 962,48,Operações,Joinville,197.931.647-35,2225169-2,Graduação,5,1976-12-05,Analista de Operações,2024-07-13,Ativo
963,Funcionário 963,41,Qualidade,Florianópolis,957.860.694-00,1143242-3,Pós-graduação,35,1983-10-27,Auditor,2022-01-14,Ativo
964,Funcionário 964,23,Gente & Gestão,Curitiba,562.439.587-60,3560283-3,Mestrado,22,2001-10-12,Gerente de RH,2023-02-15,Ativo
965,Funcionário 965,27,Produto,Recife,234.210.890-78,6493884-5,Ensino Médio,27,1997-09-12,Product Manager,2022-09-18,Ativo
966,Funcionário 966,53,Operações,Salvador,333.426.433-58,8375951-1,Graduação,12,1971-01-05,Gerente de Operações,2023-12-29,Ativo
967,Funcionário 967,23,Financeiro,São Paulo,607.360.776-85,3091268-1,Graduação,22,2001-04-25,Contador,2023-02-11,Ativo
968,Funcionário 968,46,Atendimento,Porto Alegre,289.812.317-02,4528709-1,Doutorado,11,1978-12-11,Supervisor de Atendimento,2024-01-04,Ativo
969,Funcionário 969,43,Suporte,Natal,857.481.700-78,2678829-5,MBA,10,1981-07-13,Coordenador de Suporte,2024-02-18,Ativo
970,Funcionário 970,43,Financeiro,Curitiba,541.643.167-99,6423586-0,Mestrado,34,1981-05-24,Analista Financeiro,2022-02-02,Ativo
971,Funcionário 971,49,Tecnologia,São Paulo,232.902.822-95,4520289-4,MBA,4,1975-01-02,DevOps,2024-08-20,Ativo
972,Funcionário 972,28,Tecnologia,Salvador,596.262.282-02,1502983-7,Pós-graduação,23,1996-06-04,Tech Lead,2023-01-07,Ativo
973,Funcionário 973,22,Atendimento,Joinville,346.549.500-44,3421636-6,Ensino Médio,13,2002-01-16,Atendente,2023-11-11,Desligado
974,Funcionário 974,53,Operações,Natal,086.982.210-17,2112761-1,Mestrado,12,1971-04-03,Analista de Operações,2023-12-16,Ativo
975,Funcionário 975,31,Comercial,Fortaleza,776.872.904-88,7133460-9,Mestrado,3,1993-08-09,Executivo de Contas,2024-09-02,Desligado
976,Funcionário 976,56,Financeiro,Fortaleza,177.932.382-49,2590298-6,MBA,26,1968-04-22,Controller,2022-10-20,Desligado
977,Funcionário 977,46,Qualidade,Vitória,491.334.245-27,5474917-2,Doutorado,4,1978-11-19,Analista de Qualidade,2024-08-04,Ativo
978,Funcionário 978,30,Produto,Recife,565.290.603-08,4990114-2,Graduação,23,1994-01-05,Product Manager,2023-01-09,Ativo
979,Funcionário 979,41,Marketing,Rio de Janeiro,650.977.539-50,5409130-8,Ensino Médio,8,1983-08-07,Analista de Marketing,2024-04-10,Ativo
